,Bed,Bath,m²,Price,Address,Property_type,New_build,Page,County,Province
0,2.0,1.0,52.0,295000.0,"8 Parknasilla, Vevay Road, Bray, Co. Wicklow",Apartment,no,0,Wicklow,Leinster
1,3.0,3.0,93.0,230000.0,"7 Meadow Avenue, The Meadows, Hollyhill, Co. Cork",Semi-D,no,0,Cork,Munster
2,4.0,3.0,86.0,265000.0,"5 Friar Street, Cork City, Co. Cork",Terrace,no,0,Cork,Munster
3,3.0,1.0,82.0,375000.0,"12 Barrack Street, Kinsale, Co. Cork",End of Terrace,no,0,Cork,Munster
4,5.0,4.0,186.0,405000.0,"3 The Garden, Whitefield Manor, Bettystown, Co. Meath",Semi-D,no,0,Meath,Leinster
5,6.0,7.0,763.0,3000000.0,"7 Henrietta Street, Dublin 1",Terrace,no,0,Dublin 1,Leinster
6,5.0,5.0,328.0,795000.0,"Zion House, Carnmore West, Carnmore, Co. Galway",Detached,no,0,Galway,Connaught
7,5.0,4.0,232.0,625000.0,"3 The Fairways, Maryborough Hill, Douglas, Co. Cork",Detached,no,0,Cork,Munster
8,3.0,2.0,171.0,230000.0,"Derryart, Dunfanaghy, Co. Donegal",Detached,no,0,Donegal,Ulster
9,4.0,3.0,125.0,295000.0,"168 Palace Fields, Tuam, Co. Galway",Semi-D,no,0,Galway,Connaught
10,5.0,6.0,371.0,,"Kilclare House, Conna, Co. Cork",Detached,no,0,Cork,Munster
11,5.0,5.0,781.0,10000000.0,"Drumleck House, Ceanchor Road, Howth, Dublin 13",Detached,no,0,Dublin 13,Leinster
12,4.0,3.0,200.0,875000.0,"13 Inverness Road, Fairview, Fairview, Dublin 3",Terrace,no,0,Dublin 3,Leinster
13,4.0,2.0,152.0,895000.0,"3 Ballymun Road, Glasnevin, Dublin 9",Detached,no,0,Dublin 9,Leinster
14,4.0,3.0,,725000.0,"Mallahow, Naul, Co. Dublin",Semi-D,no,0,Dublin,Leinster
15,1.0,1.0,48.0,270000.0,"Apartment 133, Block F, Bellevue, Islandbridge, Dublin 8",Apartment,no,0,Dublin 8,Leinster
16,4.0,3.0,181.0,495000.0,"13 Robin Vale, Herons Wood, Carrigaline, Co. Cork",Detached,no,0,Cork,Munster
17,2.0,2.0,60.0,245000.0,"4 Newlands Manor Drive, Clondalkin, Clondalkin, Dublin 22",Apartment,no,0,Dublin 22,Leinster
18,7.0,8.0,268.0,1200000.0,"Waterside House, Dromderrig, Kinsale, Co. Cork",Detached,no,0,Cork,Munster
19,0.0,0.0,3035.0855894136216,,"The Paddocks, Killeen Castle, Dunsany, Co. Meath",Site,no,0,Meath,Leinster
20,4.0,3.0,,200000.0,"Moyra, Falcarragh, Co. Donegal",Detached,no,1,Donegal,Ulster
21,3.0,3.0,116.0,310000.0,"23 Kinvara Park, Ballyvolane, Ballyvolane, Co. Cork",Semi-D,no,1,Cork,Munster
22,5.0,3.0,282.0,550000.0,"23 Tower Hill, Kilcoolishal, Glanmire, Co. Cork",Detached,no,1,Cork,Munster
23,3.0,1.0,59.0,195000.0,"54 Prosperity Square, Barrack Street, Cork City, Co. Cork",Terrace,no,1,Cork,Munster
24,4.0,3.0,128.0,650000.0,"LITTLE RASCALS, Ballagh, Monasterevin, Co. Kildare",Detached,no,1,Kildare,Leinster
25,3.0,2.0,102.0,210000.0,"27 Ard Michael, Ballinalee Road, Longford Town, Co. Longford",Semi-D,no,1,Longford,Leinster
26,3.0,3.0,83.0,215000.0,"140 Ashefield, Mullingar, Co. Westmeath",Semi-D,no,1,Westmeath,Leinster
27,4.0,3.0,,235000.0,"37 Curragh Park, Mullagh, Co. Cavan",Semi-D,no,1,Cavan,Ulster
28,2.0,1.0,61.0,265000.0,"1A McCurtains Villas, College Road, Cork City, Co. Cork",Semi-D,no,1,Cork,Munster
29,3.0,1.0,101.0,160000.0,"1 Thatched Cottages, Bauroe, Feakle, Co. Clare",Detached,no,1,Clare,Munster
30,2.0,1.0,72.0,575000.0,"5 Cedar Cottages, Linden Grove, Blackrock, Co. Dublin",End of Terrace,no,1,Dublin,Leinster
31,4.0,3.0,136.0,515000.0,"77 Somerton, Donabate, Co. Dublin",Semi-D,no,1,Dublin,Leinster
32,4.0,2.0,124.0,400000.0,"7 Heron Court, North Circular Road, North Circular Road, Co. Limerick",Semi-D,no,1,Limerick,Munster
33,3.0,1.0,104.0,230000.0,"Sancta Maria, Church View, Tuam, Co. Galway",Detached,no,1,Galway,Connaught
34,3.0,1.0,70.0,340000.0,"69 Kilbarron Park, Kilmore, Kilmore, Dublin 5",Terrace,no,1,Dublin 5,Leinster
35,2.0,1.0,57.0,320000.0,"Tykillen, Gooig, Castleconnell, Co. Limerick",Detached,no,1,Limerick,Munster
36,3.0,3.0,96.0,238950.0,"39 Corran Ard, Athy, Co. Kildare",Semi-D,no,1,Kildare,Leinster
37,5.0,3.0,,925000.0,"5 Stepaside Park, Stepaside, Dublin 18",Detached,no,1,Dublin 18,Leinster
38,2.0,2.0,143.0,995000.0,"28 Leeson Park Avenue, Ranelagh, Ranelagh, Dublin 6",Terrace,no,1,Dublin 6,Leinster
39,3.0,3.0,115.0,350000.0,"54 Bellflower Close, Forest Hill, Carrigaline, Co. Cork",Semi-D,no,1,Cork,Munster
40,3.0,3.0,90.0,280000.0,"17 Forgehill Green, Stamullen, Co. Meath",Terrace,no,2,Meath,Leinster
41,4.0,4.0,,320000.0,"Carrowntryla, Dunmore, Co. Galway",Detached,no,2,Galway,Connaught
42,4.0,2.0,171.0,495000.0,"Kiltoghert, Stadalt, Stamullen, Co. Meath",Detached,no,2,Meath,Leinster
43,4.0,5.0,235.0,600000.0,"Peacockstown, Mulhuddart, Kilbride, Co. Meath",Detached,no,2,Meath,Leinster
44,4.0,2.0,176.0,425000.0,"The Acres, Brooklodge, Glanmire, Co. Cork",Detached,no,2,Cork,Munster
45,3.0,2.0,88.0,140000.0,"38 Orchard Court, Blackpool, Blackpool, Co. Cork",Terrace,no,2,Cork,Munster
46,5.0,2.0,265.0,1475000.0,"Fern House, 126, Ranelagh, Dublin 6",Terrace,no,2,Dublin 6,Leinster
47,4.0,3.0,,,"Heather Point, Knockaglana, Pontoon, Co. Mayo",Detached,no,2,Mayo,Connaught
48,4.0,4.0,301.0,550000.0,"3 Brack Lúin, Baileboro Road, Kingscourt, Co. Cavan",Detached,no,2,Cavan,Ulster
49,2.0,1.0,65.0,265000.0,"15 Hazelwood Close, Glanmire, Glanmire, Co. Cork",Detached,no,2,Cork,Munster
50,4.0,4.0,342.0,395000.0,"Caragagh, Virginia, Co. Cavan",Detached,no,2,Cavan,Ulster
51,5.0,3.0,241.0,300000.0,"Portanure, Lough Gowna, Co. Cavan",Detached,no,2,Cavan,Ulster
52,4.0,3.0,114.0,290000.0,"14 Crestwood, Kilteragh, Dooradoyle, Co. Limerick",Semi-D,no,2,Limerick,Munster
53,2.0,2.0,71.0,235000.0,"10F North Street, Ongar Village, Ongar, Dublin 15",Apartment,no,2,Dublin 15,Leinster
54,3.0,2.0,100.0,545000.0,"17 O'Donovan Road, South Circular Road, South Circular Road, Dublin 8",End of Terrace,no,2,Dublin 8,Leinster
55,3.0,3.0,121.0,585000.0,"30 Belarmine Close, Belarmine, Stepaside, Dublin 18",Semi-D,no,2,Dublin 18,Leinster
56,3.0,1.0,99.0,265000.0,"97 Rathmore Place, Richmond Hill, Cork City, Co. Cork",Semi-D,no,2,Cork,Munster
57,5.0,6.0,286.0,1495000.0,"11 Somerton, Castleknock Golf Club, Castleknock, Dublin 15",Detached,no,2,Dublin 15,Leinster
58,3.0,3.0,,199000.0,"28 Cluain Ard, Ballyvelly, Tralee, Co. Kerry",Semi-D,no,2,Kerry,Munster
59,4.0,2.0,115.0,395000.0,"The Old School House, Blackstick, Prosperous, Co. Kildare",Detached,no,2,Kildare,Leinster
60,2.0,3.0,74.0,275000.0,"24 Primrose Court, Forest Hill, Carrigaline, Co. Cork",End of Terrace,no,3,Cork,Munster
61,5.0,4.0,285.0,590000.0,"7 Railway Village, Rampark, Jenkinstown, Co. Louth",Detached,no,3,Louth,Leinster
62,3.0,3.0,120.0,475000.0,"19 Ticknock Dale Sandyford Dublin 18, Sandyford, Dublin 18",Semi-D,no,3,Dublin 18,Leinster
63,4.0,3.0,160.0,845000.0,"21 Sleepy Hollow, Kinsealy Lane, Malahide, Co. Dublin",Bungalow,no,3,Dublin,Leinster
64,2.0,1.0,50.0,265000.0,"The Penthouse, The Penthouse1 Alexandra Place, Cork City, Co. Cork",Apartment,no,3,Cork,Munster
65,3.0,1.0,84.0,315000.0,"16 Belfield Park, Ennis Road, Ennis Road, Co. Limerick",Semi-D,no,3,Limerick,Munster
66,6.0,4.0,328.0,495000.0,"Glen Ross, Ballydunlea, Tralee, Co. Kerry",Detached,no,3,Kerry,Munster
67,4.0,3.0,111.0,325000.0,"1 Orchard Manor, Riverstown, Glanmire, Co. Cork",Semi-D,no,3,Cork,Munster
68,5.0,3.0,264.0,895000.0,"Donerea, Balscadden, Balbriggan, Co. Dublin",Detached,no,3,Dublin,Leinster
69,3.0,1.0,135.0,335000.0,"Pinegrove, Carhoo, Rathpeacon, Co. Cork",Detached,no,3,Cork,Munster
70,6.0,4.0,418.0,,"Ballyloughbeg, Woodstown, Co. Waterford",Detached,no,3,Waterford,Munster
71,4.0,2.0,199.0,545000.0,"Saint Bernadette's, Stamullen Road, Gormanston, Co. Meath",Detached,no,3,Meath,Leinster
72,4.0,3.0,380.0,975000.0,"Stormont House, Coolbawn, Castleconnell, Co. Limerick",Detached,no,3,Limerick,Munster
73,3.0,2.0,,279000.0,"3 Old Golf Links Road, Oakpark, Tralee, Co. Kerry",Semi-D,no,3,Kerry,Munster
74,4.0,3.0,208.0,690000.0,"Lecanvey, Murrisk, Westport, Co. Mayo",Detached,no,3,Mayo,Connaught
75,6.0,4.0,270.0,645000.0,"Tankardstown, Clonalvy, Co. Meath",Detached,no,3,Meath,Leinster
76,2.0,3.0,76.0,225000.0,"96A Renville Village, Oranmore, Co. Galway",Semi-D,no,3,Galway,Connaught
77,3.0,1.0,118.0,275000.0,"Clonlee, 29 Páirc Na Dún, Tralee, Co. Kerry",Detached,no,3,Kerry,Munster
78,2.0,1.0,69.0,219000.0,"32 An Mhainistir, Lakeview, Claregalway, Co. Galway",Semi-D,no,3,Galway,Connaught
79,4.0,2.0,155.0,275000.0,"6 Glentaun Close, Creagh, Ballinasloe, Co. Galway",Detached,no,3,Galway,Connaught
80,4.0,3.0,192.0,350000.0,"Deerpark, Mountrath, Co. Laois",Detached,no,4,Laois,Leinster
81,6.0,4.0,418.0,1350000.0,"5 Woodbrook, Rochestown Road, Rochestown, Co. Cork",Detached,no,4,Cork,Munster
82,3.0,3.0,153.0,425000.0,"2 Rent An Irish Cottage, Ballyvaughan, Co. Clare",Detached,no,4,Clare,Munster
83,3.0,3.0,137.0,375000.0,"Four Trees, Kilcully, White's Cross, Co. Cork",Detached,no,4,Cork,Munster
84,4.0,2.0,286.0,2495000.0,"86 Kincora Road, Clontarf, Clontarf, Dublin 3",Detached,no,4,Dublin 3,Leinster
85,4.0,3.0,2324.0,375000.0,"Tullywicky, Woodlawn, Ballinasloe, Co. Galway",Detached,no,4,Galway,Connaught
86,3.0,4.0,238.0,750000.0,"Bawnlahan, Tragumna, Skibbereen, Co. Cork",Detached,no,4,Cork,Munster
87,3.0,3.0,105.0,255000.0,"21 The Green, Clonattin Village, Gorey, Co. Wexford",Terrace,no,4,Wexford,Leinster
88,4.0,1.0,,349000.0,"Srah Road, Tullamore, Co. Offaly",Bungalow,no,4,Offaly,Leinster
89,6.0,6.0,422.0,1350000.0,"Chatsfort, Newtown, Waterford City, Co. Waterford",Detached,no,4,Waterford,Munster
90,4.0,3.0,198.0,425000.0,"Toberleheen, Tullamore, Co. Offaly",Detached,no,4,Offaly,Leinster
91,5.0,2.0,176.0,720000.0,"Innisfail, Blackrock, Co. Louth",Detached,no,4,Louth,Leinster
92,3.0,1.0,96.0,185000.0,"Bailys Lodge, Lissacarrow, Fuerty, Co. Roscommon",Detached,no,4,Roscommon,Connaught
93,6.0,3.0,260.0,450000.0,"Kilcreevanty, Tuam, Co. Galway",Detached,no,4,Galway,Connaught
94,4.0,3.0,256.0,895000.0,"Carrigkea, Burnaby Heights, Greystones, Co. Wicklow",Detached,no,4,Wicklow,Leinster
95,4.0,2.0,,299000.0,"Chequer Hill, Dunmore, Co. Galway",Detached,no,4,Galway,Connaught
96,4.0,4.0,201.0,340000.0,"2 Lios Na Gaoithe, Lisryan, Co. Longford",Detached,no,4,Longford,Leinster
97,3.0,2.0,100.0,250000.0,"120 Clonattin Village, Gorey, Co. Wexford",Semi-D,no,4,Wexford,Leinster
98,4.0,4.0,260.0,475000.0,"Kilbeg, Headford, Co. Galway",Detached,no,4,Galway,Connaught
99,4.0,2.0,154.0,875000.0,"Filmar, 2 Wansdowne, Blackrock, Co. Dublin",Detached,no,4,Dublin,Leinster
100,4.0,4.0,385.0,1250000.0,"Reagrove, Minane Bridge, Kinsale, Co. Cork",Detached,no,5,Cork,Munster
101,4.0,1.0,97.0,348000.0,"59 Esker Park, Lucan, Co. Dublin",Semi-D,no,5,Dublin,Leinster
102,4.0,2.0,156.0,280000.0,"Toneymore, Abbeylara, Co. Longford",Detached,no,5,Longford,Leinster
103,3.0,2.0,167.0,225000.0,"Mullinroe, Dring, Co. Longford",Detached,no,5,Longford,Leinster
104,3.0,2.0,,,"4 Old Golf Links Road, Oakpark, Tralee, Co. Kerry",Semi-D,no,5,Kerry,Munster
105,2.0,2.0,70.0,195000.0,"43 Cois Ghrúda, Castletroy, Co. Limerick",Apartment,no,5,Limerick,Munster
106,4.0,4.0,126.0,235000.0,"6 Lansdowne Close, Portarlington, Co. Laois",Semi-D,no,5,Laois,Leinster
107,4.0,4.0,227.0,425000.0,"Heney, Cavan, Co. Cavan",Detached,no,5,Cavan,Ulster
108,4.0,4.0,255.0,425000.0,"Garryhinch, Portarlington, Co. Offaly",Detached,no,5,Offaly,Leinster
109,10.0,10.0,297.0,1350000.0,"Castle Lodge Auburn, Back Road, Malahide, Co. Dublin",Detached,no,5,Dublin,Leinster
110,6.0,5.0,595.0,6750000.0,"Dungriffan, 2 Sydney Parade Avenue, Dublin 4",Semi-D,no,5,Dublin 4,Leinster
111,3.0,1.0,87.0,415000.0,"33 Shantalla Road, Beaumont, Beaumont, Dublin 9",Semi-D,no,5,Dublin 9,Leinster
112,3.0,2.0,102.0,250000.0,"Sheafield, Gowran, Co. Kilkenny",Detached,no,5,Kilkenny,Leinster
113,4.0,3.0,223.0,465000.0,"Grallagh, Loughrea, Co. Galway",Detached,no,5,Galway,Connaught
114,2.0,2.0,104.0,325000.0,"Mount Carmel, 48 Gardiners Hill, Montenotte, Co. Cork",Terrace,no,5,Cork,Munster
115,3.0,2.0,112.0,150000.0,"Turner's Hill, Kingscourt, Co. Cavan",Terrace,no,5,Cavan,Ulster
116,4.0,3.0,125.0,495000.0,"19 Marlton Hall, Wicklow Town, Co. Wicklow",Detached,no,5,Wicklow,Leinster
117,2.0,2.0,76.0,195000.0,"Apartment 4, The Square, Killegland Street, Ashbourne, Co. Meath",Apartment,no,5,Meath,Leinster
118,3.0,1.0,,119000.0,"Ritavilla, Turner's Hill, Kingscourt, Co. Cavan",Detached,no,5,Cavan,Ulster
119,3.0,1.0,80.0,450000.0,"16 Mountain View Drive, Churchtown, Dublin 14",Terrace,no,5,Dublin 14,Leinster
120,5.0,4.0,210.0,975000.0,"20 Fairway Drive, Cualanor, Dun Laoghaire, Co. Dublin",Terrace,no,6,Dublin,Leinster
121,2.0,1.0,74.0,275000.0,"2 Hamilton Hall, Dunboyne, Co. Meath",Apartment,no,6,Meath,Leinster
122,2.0,1.0,46.0,159000.0,"10 O'Connell Street, Blackpool, Co. Cork",Terrace,no,6,Cork,Munster
123,4.0,3.0,137.0,765000.0,"36 The Terrace, Robswall, Malahide, Co. Dublin",Semi-D,no,6,Dublin,Leinster
124,6.0,3.0,341.0,2800000.0,"4 Willow Bank, Monkstown, Co. Dublin",Semi-D,no,6,Dublin,Leinster
125,5.0,2.0,220.0,450000.0,"'Foxfield' Davidstown, Slieveure, Waterford City, Co. Waterford",Detached,no,6,Waterford,Munster
126,4.0,3.0,180.0,875000.0,"5 Parnell Cottages, Malahide, Co. Dublin",Semi-D,no,6,Dublin,Leinster
127,4.0,2.0,218.0,299000.0,"28 Main Street, Kingscourt, Co. Cavan",Terrace,no,6,Cavan,Ulster
128,2.0,2.0,75.0,280000.0,"22 Village Court, Upper Patrick Street, Kilkenny, Co. Kilkenny",Apartment,no,6,Kilkenny,Leinster
129,3.0,3.0,,255000.0,"64B Edgeworth Court, Longwood, Co. Meath",Semi-D,no,6,Meath,Leinster
130,4.0,1.0,134.0,650000.0,"2 Saint Philomena's Road, Glasnevin, Glasnevin, Dublin 11",Terrace,no,6,Dublin 11,Leinster
131,4.0,4.0,246.0,695000.0,"Huntington Lodge, Huntington, Bennettsbridge Road, Bennettsbridge, Co. Kilkenny",Detached,no,6,Kilkenny,Leinster
132,4.0,2.0,95.0,295000.0,"Greatmeadow, Boyle, Co. Roscommon",Detached,no,6,Roscommon,Connaught
133,2.0,2.0,77.0,215000.0,"11 Woodview, Castlebridge, Co. Wexford",Semi-D,no,6,Wexford,Leinster
134,2.0,2.0,82.0,195000.0,"22 The Estuary, Redmond Road, Wexford Town, Co. Wexford",End of Terrace,no,6,Wexford,Leinster
135,3.0,2.0,,299000.0,"79 Beechmount, Green Road, Newbridge, Co. Kildare",Semi-D,no,6,Kildare,Leinster
136,3.0,3.0,,325000.0,"94 Evanwood, Golf Links Road, Castletroy, Co. Limerick",Semi-D,no,6,Limerick,Munster
137,3.0,2.0,90.0,195000.0,"44 Shingán, Milehouse Road, Enniscorthy, Co. Wexford",Semi-D,no,6,Wexford,Leinster
138,3.0,4.0,180.0,750000.0,"28 The Quarry, Portmarnock, Co. Dublin",Semi-D,no,6,Dublin,Leinster
139,4.0,3.0,125.0,215000.0,"Knockshanvalley, Straide, Foxford, Co. Mayo",Detached,no,6,Mayo,Connaught
140,3.0,2.0,98.0,325000.0,"Apartment 5, Riverbank House, Kilkenny, Co. Kilkenny",Apartment,no,7,Kilkenny,Leinster
141,3.0,2.0,146.0,995000.0,"44 Shrewsbury Park, Ballsbridge, Dublin 4",Semi-D,no,7,Dublin 4,Leinster
142,3.0,3.0,92.0,285000.0,"42 Willow Green, Athlumney Wood, Navan, Co. Meath",Semi-D,no,7,Meath,Leinster
143,2.0,1.0,67.0,365000.0,"27 The Maltings, Bray, Co. Wicklow",Terrace,no,7,Wicklow,Leinster
144,4.0,1.0,120.0,275000.0,"13 John's Quay, Kilkenny, Co. Kilkenny",Terrace,no,7,Kilkenny,Leinster
145,3.0,2.0,99.0,350000.0,"51 Whitethorn Crescent, Palmerstown, Dublin 20",Semi-D,no,7,Dublin 20,Leinster
146,3.0,3.0,92.0,380000.0,"4 Lakelands Gardens, Crawford Gate, Blackrock, Co. Cork",Terrace,no,7,Cork,Munster
147,4.0,4.0,186.0,695000.0,"Derrynane, Hazelhatch Road, Newcastle, Co. Dublin",Detached,no,7,Dublin,Leinster
148,5.0,5.0,520.0,3950000.0,"106 Merrion Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4",Detached,no,7,Dublin 4,Leinster
149,3.0,2.0,,315000.0,"4 Station Close, Clondalkin, Clondalkin, Dublin 22",Terrace,no,7,Dublin 22,Leinster
150,4.0,3.0,140.0,275000.0,"19 Brookville, Mullagh, Co. Cavan",Detached,no,7,Cavan,Ulster
151,4.0,2.0,121.0,359000.0,"17 Aylsbury Avenue, Ballincollig, Co. Cork",Semi-D,no,7,Cork,Munster
152,3.0,3.0,103.0,340000.0,"13 Holly Vale, Forest Hill, Carrigaline, Co. Cork",Semi-D,no,7,Cork,Munster
153,2.0,1.0,61.0,365000.0,"23 The Park, Balbriggan Street, Skerries, Co. Dublin",Terrace,no,7,Dublin,Leinster
154,2.0,2.0,71.0,545000.0,"33 Mount Drummond Avenue, Harold`s Cross, D6, Harold's Cross, Dublin 6",End of Terrace,no,7,Dublin 6,Leinster
155,2.0,2.0,,350000.0,"Apartment 69, Mountfield Park, Malahide, Co. Dublin",Apartment,no,7,Dublin,Leinster
156,3.0,1.0,69.0,245000.0,"8 Father Murphy Square, Kilkenny, Co. Kilkenny",Terrace,no,7,Kilkenny,Leinster
157,4.0,2.0,,269000.0,"Drumcrin, Kingscourt, Co. Cavan",Detached,no,7,Cavan,Ulster
158,4.0,2.0,,295000.0,"6 Woodlee, Monavalley, Tralee, Co. Kerry",Detached,no,7,Kerry,Munster
159,5.0,3.0,186.0,1895000.0,"Leeson Mews, 41 Leeson Place, Dublin 2",Terrace,no,7,Dublin 2,Leinster
160,4.0,2.0,84.0,225000.0,"15 Lower Aghada, Midleton, Co. Cork",Townhouse,no,8,Cork,Munster
161,2.0,1.0,60.0,385000.0,"91 Grosvenor Lodge, Rathmines, Rathmines, Dublin 6",Apartment,no,8,Dublin 6,Leinster
162,3.0,2.0,94.0,360000.0,"476 Mourne Road, Drimnagh, Dublin 12",Terrace,no,8,Dublin 12,Leinster
163,2.0,2.0,65.0,120000.0,"Apartment 21, Clanwilliam Court, Waterford City, Co. Waterford",Apartment,no,8,Waterford,Munster
164,2.0,2.0,65.0,360000.0,"Apartment 9 Sycamore House, Eaton Wood Square, Shankill, Dublin 18",Apartment,no,8,Dublin 18,Leinster
165,4.0,3.0,122.0,520000.0,"114 Castleheath, Malahide, Co. Dublin",Townhouse,no,8,Dublin,Leinster
166,3.0,2.0,,390000.0,"Springhill, Killenaule, Co. Tipperary",Detached,no,8,Tipperary,Munster
167,2.0,2.0,62.0,225000.0,"16 Parklyn, Brockelsby Street, Blackpool, Co. Cork",Semi-D,no,8,Cork,Munster
168,3.0,3.0,89.0,345000.0,"20 Castlegate Green, Lucan, Co. Dublin",End of Terrace,no,8,Dublin,Leinster
169,4.0,3.0,224.0,595000.0,"Cloosh Lodge, Cloosh, Kinvara, Co. Galway",Detached,no,8,Galway,Connaught
170,2.0,2.0,90.0,190000.0,"9 Block D, Stradbrook Apartments, Portlaoise, Co. Laois",Apartment,no,8,Laois,Leinster
171,5.0,3.0,,465000.0,"Greenview, 34A The Great Southern, Newbridge, Co. Kildare",Detached,no,8,Kildare,Leinster
172,6.0,4.0,247.0,395000.0,"Cloghbally Upper, Mullagh, Co. Cavan",Detached,no,8,Cavan,Ulster
173,4.0,2.0,130.0,325000.0,"43 Meadow Way, Castlecomer Road, Kilkenny, Co. Kilkenny",Semi-D,no,8,Kilkenny,Leinster
174,3.0,3.0,102.0,230000.0,"103 Woodfield, Galway Road, Tuam, Co. Galway",Semi-D,no,8,Galway,Connaught
175,1.0,2.0,115.0,975000.0,"Residence 9, InterContinental Hotel, Ballsbridge, Dublin 4",Apartment,no,8,Dublin 4,Leinster
176,4.0,3.0,149.0,500000.0,"Barrack Lane, Kilkenny, Co. Kilkenny",Semi-D,no,8,Kilkenny,Leinster
177,4.0,3.0,110.0,430000.0,"3 Elm Grove, Lucan, Co. Dublin",Semi-D,no,8,Dublin,Leinster
178,2.0,3.0,69.0,195000.0,"6 Riordan's Lane, Drurys Avenue, Midleton, Co. Cork",End of Terrace,no,8,Cork,Munster
179,4.0,1.0,,438000.0,"2A Leinster Walk, Dublin Road, Kildare, Co. Kildare",Detached,no,8,Kildare,Leinster
180,3.0,1.0,104.0,255000.0,"Kilderry, Johnswell, Co. Kilkenny",Bungalow,no,9,Kilkenny,Leinster
181,1.0,1.0,48.0,215000.0,"Apartment 57, Block 5, Donabate, Co. Dublin",Apartment,no,9,Dublin,Leinster
182,2.0,2.0,66.0,265000.0,"1 Applewood Drive, Swords, Co. Dublin",Apartment,no,9,Dublin,Leinster
183,3.0,2.0,104.0,375000.0,"5 Orchard Close, Beaverstown Road, Donabate, Co. Dublin",Semi-D,no,9,Dublin,Leinster
184,4.0,2.0,139.0,425000.0,"12 Drisin, Ballymoneen Road, Knocknacarra, Co. Galway",Semi-D,no,9,Galway,Connaught
185,3.0,2.0,82.0,335000.0,"26 Springfield Court, Wicklow Town, Co. Wicklow",End of Terrace,no,9,Wicklow,Leinster
186,3.0,3.0,111.0,285000.0,"9 Ard Abhainn, Glanmire, Co. Cork",Townhouse,no,9,Cork,Munster
187,3.0,2.0,122.0,575000.0,"2 Inbhir Ide, Malahide, Co. Dublin",Terrace,no,9,Dublin,Leinster
188,4.0,3.0,148.0,290000.0,"15 Limetree Avenue, Termon Abbey, Drogheda, Co. Louth",Semi-D,no,9,Louth,Leinster
189,4.0,4.0,114.0,295000.0,"10 The Close, Ard Patrick, Blackpool, Co. Cork",Semi-D,no,9,Cork,Munster
190,4.0,3.0,115.0,385000.0,"21 The Paddocks Grove, Adamstown, Lucan, Co. Dublin",Semi-D,no,9,Dublin,Leinster
191,2.0,2.0,105.0,370000.0,"43 Waterside Lawn, Swords Road, Malahide, Co. Dublin",Duplex,no,9,Dublin,Leinster
192,3.0,1.0,,295000.0,"84 Evergreen Street, Cork City, Co. Cork",End of Terrace,no,9,Cork,Munster
193,2.0,1.0,65.0,210000.0,"Farravaun, Glann Road, Oughterard, Co. Galway",Detached,no,9,Galway,Connaught
194,3.0,2.0,93.0,305000.0,"19 Belmont Avenue, Rochestown, Co. Cork",Terrace,no,9,Cork,Munster
195,3.0,4.0,140.0,,"157 Deel Manor, Askeaton, Co. Limerick",Semi-D,no,9,Limerick,Munster
196,3.0,3.0,118.0,325000.0,"5 Oaktree Park, Cunnaberry Hill, Kildare, Co. Kildare",Semi-D,no,9,Kildare,Leinster
197,2.0,1.0,,55000.0,"Tulrahan, Claremorris, Co. Mayo",Detached,no,9,Mayo,Connaught
198,4.0,2.0,155.0,795000.0,"26 Castilla Park, Clontarf, Clontarf, Dublin 3",Semi-D,no,9,Dublin 3,Leinster
199,3.0,2.0,102.0,230000.0,"24 Altamount Park, Dublin Road, Kilkenny, Co. Kilkenny",End of Terrace,no,9,Kilkenny,Leinster
200,3.0,1.0,107.0,395000.0,"126 Oakton Park, Ballybrack, Co. Dublin",Semi-D,no,10,Dublin,Leinster
201,4.0,2.0,97.0,255000.0,"62 Saint Fiacre's Place, Kilkenny, Co. Kilkenny",Terrace,no,10,Kilkenny,Leinster
202,2.0,2.0,71.0,245000.0,"25 Inniscarra Road, Fairhill, Co. Cork",End of Terrace,no,10,Cork,Munster
203,4.0,3.0,125.0,285000.0,"176 Palace Fields, Tuam, Co. Galway",Semi-D,no,10,Galway,Connaught
204,3.0,3.0,,189000.0,"18 Highfield, Lisnalea, Bailieborough, Co. Cavan",Terrace,no,10,Cavan,Ulster
205,3.0,1.0,110.0,445000.0,"110 The Strand, Donabate, Co. Dublin",Semi-D,no,10,Dublin,Leinster
206,4.0,4.0,125.0,245000.0,"16 Lough Gate, Portarlington, Co. Laois",Semi-D,no,10,Laois,Leinster
207,4.0,2.0,150.0,270000.0,"The Presbytery, Burnfort, Mallow, Co. Cork",Detached,no,10,Cork,Munster
208,4.0,2.0,156.0,325000.0,"Graigue, Kilmanagh, Co. Kilkenny",Bungalow,no,10,Kilkenny,Leinster
209,3.0,3.0,101.0,230000.0,"18 The Lawn, College Wood, Mallow, Co. Cork",Semi-D,no,10,Cork,Munster
210,3.0,3.0,105.0,300000.0,"19 Ruanbeg Close, Ruanbeg Manor, Kildare, Co. Kildare",Semi-D,no,10,Kildare,Leinster
211,2.0,2.0,64.0,435000.0,"Apartment 51, Shrewsbury Donnybrook Castle Stillorgan Road, Donnybrook, Dublin 4",Apartment,no,10,Dublin 4,Leinster
212,4.0,5.0,233.0,1495000.0,"Sandyford House, Sandyford Road, Sandyford, Dublin 18",Detached,no,10,Dublin 18,Leinster
